"","cbsa_type","cbsa_name","cbsa_code","year","patents_issued"
"13639","Micropolitan Statistical Area","Faribault-Northfield, MN","22060",2013,33
"13640","Micropolitan Statistical Area","Keene, NH","28300",2013,18
"13641","Micropolitan Statistical Area","Jackson, WY-ID","27220",2013,28
"13642","Micropolitan Statistical Area","Manitowoc, WI","31820",2013,16
"13643","Micropolitan Statistical Area","Hilton Head Island-Beaufort, SC","25940",2013,16
"13644","Micropolitan Statistical Area","East Stroudsburg, PA","20700",2013,15
"13645","Micropolitan Statistical Area","Effingham, IL","20820",2013,11
"13646","Micropolitan Statistical Area","Key West, FL","28580",2013,18
"13647","Micropolitan Statistical Area","Watertown-Fort Atkinson, WI","48020",2013,14
"13648","Micropolitan Statistical Area","Auburn, NY","12180",2013,23
"13649","Micropolitan Statistical Area","Pella, IA","37800",2013,17
"13650","Micropolitan Statistical Area","Willmar, MN","48820",2013,35
"13651","Micropolitan Statistical Area","Laramie, WY","29660",2013,23
"13652","Micropolitan Statistical Area","Rolla, MO","40620",2013,22
"13653","Micropolitan Statistical Area","Ponca City, OK","38620",2013,9
"13654","Micropolitan Statistical Area","Kahului-Wailuku, HI","27980",2013,16
"13655","Micropolitan Statistical Area","Houghton, MI","26340",2013,14
"13656","Micropolitan Statistical Area","Athens, OH","11900",2013,19
"13657","Micropolitan Statistical Area","Claremont, NH","17200",2013,28
"13658","Micropolitan Statistical Area","Freeport, IL","23300",2013,3
"13659","Micropolitan Statistical Area","New Philadelphia-Dover, OH","35420",2013,19
"13660","Micropolitan Statistical Area","Brainerd, MN","14660",2013,19
"13661","Micropolitan Statistical Area","Findlay, OH","22300",2013,18
"13662","Micropolitan Statistical Area","Sidney, OH","43380",2013,13
"13663","Micropolitan Statistical Area","Seneca, SC","42860",2013,19
"13664","Micropolitan Statistical Area","Starkville, MS","44260",2013,17
"13665","Micropolitan Statistical Area","Baraboo, WI","12660",2013,9
"13666","Micropolitan Statistical Area","Hilo, HI","25900",2013,13
"13667","Micropolitan Statistical Area","Watertown-Fort Drum, NY","48060",2013,11
"13668","Micropolitan Statistical Area","Laconia, NH","29060",2013,17
"13669","Micropolitan Statistical Area","Barre, VT","12740",2013,8
"13670","Micropolitan Statistical Area","Oak Harbor, WA","36020",2013,18
"13671","Micropolitan Statistical Area","Oskaloosa, IA","36820",2013,18
"13672","Micropolitan Statistical Area","Moscow, ID","34140",2013,13
"13673","Micropolitan Statistical Area","Wapakoneta, OH","47540",2013,13
"13674","Micropolitan Statistical Area","Chambersburg, PA","16540",2013,11
"13675","Micropolitan Statistical Area","Brigham City, UT","14940",2013,10
"13676","Micropolitan Statistical Area","Hudson, NY","26460",2013,20
"13677","Micropolitan Statistical Area","Sayre, PA","42380",2013,7
"13678","Micropolitan Statistical Area","Hutchinson, MN","26780",2013,5
"13679","Micropolitan Statistical Area","Tupelo, MS","46180",2013,16
"13680","Micropolitan Statistical Area","Seaford, DE","42580",2013,11
"13681","Micropolitan Statistical Area","Southern Pines-Pinehurst, NC","43860",2013,11
"13682","Micropolitan Statistical Area","Staunton-Waynesboro, VA","44420",2013,10
"13683","Micropolitan Statistical Area","Rochelle, IL","40300",2013,8
"13684","Micropolitan Statistical Area","Batavia, NY","12860",2013,8
"13685","Micropolitan Statistical Area","Ukiah, CA","46380",2013,12
"13686","Micropolitan Statistical Area","Rutland, VT","40860",2013,17
"13687","Micropolitan Statistical Area","Jamestown-Dunkirk-Fredonia, NY","27460",2013,7
"13688","Micropolitan Statistical Area","LaGrange, GA","29300",2013,8
"13689","Micropolitan Statistical Area","Daphne-Fairhope-Foley, AL","19300",2013,10
"13690","Micropolitan Statistical Area","Marquette, MI","32100",2013,19
"13691","Micropolitan Statistical Area","East Liverpool-Salem, OH","20620",2013,8
"13692","Micropolitan Statistical Area","Thomasville-Lexington, NC","45640",2013,10
"13693","Micropolitan Statistical Area","Pottsville, PA","39060",2013,12
"13694","Micropolitan Statistical Area","Kendallville, IN","28340",2013,11
"13695","Micropolitan Statistical Area","Auburn, IN","12140",2013,5
"13696","Micropolitan Statistical Area","Brookings, SD","15100",2013,22
"13697","Micropolitan Statistical Area","New Bern, NC","35100",2013,18
"13698","Micropolitan Statistical Area","New Iberia, LA","35340",2013,4
"13699","Micropolitan Statistical Area","Richmond-Berea, KY","40080",2013,10
"13700","Micropolitan Statistical Area","Bennington, VT","13540",2013,11
"13701","Micropolitan Statistical Area","Indiana, PA","26860",2013,7
"13702","Micropolitan Statistical Area","Granbury, TX","24180",2013,12
"13703","Micropolitan Statistical Area","Lincolnton, NC","30740",2013,12
"13704","Micropolitan Statistical Area","Walla Walla, WA","47460",2013,9
"13705","Micropolitan Statistical Area","Eureka-Arcata-Fortuna, CA","21700",2013,8
"13706","Micropolitan Statistical Area","Gettysburg, PA","23900",2013,16
"13707","Micropolitan Statistical Area","Taylorville, IL","45380",2013,9
"13708","Micropolitan Statistical Area","Sanford, NC","41820",2013,10
"13709","Micropolitan Statistical Area","Newton, IA","35500",2013,3
"13710","Micropolitan Statistical Area","Phoenix Lake-Cedar Ridge, CA","38020",2013,13
"13711","Micropolitan Statistical Area","Jasper, IN","27540",2013,9
"13712","Micropolitan Statistical Area","New Castle, PA","35260",2013,5
"13713","Micropolitan Statistical Area","Blackfoot, ID","13940",2013,4
"13714","Micropolitan Statistical Area","Muscatine, IA","34700",2013,10
"13715","Micropolitan Statistical Area","Winona, MN","49100",2013,5
"13716","Micropolitan Statistical Area","Lancaster, SC","29580",2013,17
"13717","Micropolitan Statistical Area","Alexandria, MN","10820",2013,8
"13718","Micropolitan Statistical Area","Marion-Herrin, IL","32060",2013,7
"13719","Micropolitan Statistical Area","Ogdensburg-Massena, NY","36300",2013,9
"13720","Micropolitan Statistical Area","Greenville, MS","24740",2013,2
"13721","Micropolitan Statistical Area","Owosso, MI","37020",2013,8
"13722","Micropolitan Statistical Area","Cortland, NY","18660",2013,10
"13723","Micropolitan Statistical Area","Edwards, CO","20780",2013,13
"13724","Micropolitan Statistical Area","Galesburg, IL","23660",2013,10
"13725","Micropolitan Statistical Area","Grants Pass, OR","24420",2013,5
"13726","Micropolitan Statistical Area","Lexington Park, MD","30500",2013,1
"13727","Micropolitan Statistical Area","Richmond, IN","39980",2013,10
"13728","Micropolitan Statistical Area","Athens, TX","11980",2013,12
"13729","Micropolitan Statistical Area","Bellefontaine, OH","13340",2013,11
"13730","Micropolitan Statistical Area","Meadville, PA","32740",2013,14
"13731","Micropolitan Statistical Area","Pendleton-Hermiston, OR","37820",2013,12
"13732","Micropolitan Statistical Area","Wilmington, OH","48940",2013,8
"13733","Micropolitan Statistical Area","Albertville, AL","10700",2013,13
"13734","Micropolitan Statistical Area","Angola, IN","11420",2013,13
"13735","Micropolitan Statistical Area","Ottumwa, IA","36900",2013,10
"13736","Micropolitan Statistical Area","Amsterdam, NY","11220",2013,14
"13737","Micropolitan Statistical Area","Sierra Vista-Douglas, AZ","43420",2013,9
"13738","Micropolitan Statistical Area","Celina, OH","16380",2013,8
"13739","Micropolitan Statistical Area","Olean, NY","36460",2013,9
"13740","Micropolitan Statistical Area","Port Angeles, WA","38820",2013,14
"13741","Micropolitan Statistical Area","Homosassa Springs, FL","26140",2013,6
"13742","Micropolitan Statistical Area","Plymouth, IN","38500",2013,5
"13743","Micropolitan Statistical Area","Jamestown, ND","27420",2013,10
"13744","Micropolitan Statistical Area","Kearney, NE","28260",2013,6
"13745","Micropolitan Statistical Area","Marshfield-Wisconsin Rapids, WI","32270",2013,8
"13746","Micropolitan Statistical Area","Sterling, IL","44580",2013,9
"13747","Micropolitan Statistical Area","Arkadelphia, AR","11660",2013,3
"13748","Micropolitan Statistical Area","Ashtabula, OH","11780",2013,6
"13749","Micropolitan Statistical Area","Bedford, IN","13260",2013,19
"13750","Micropolitan Statistical Area","Twin Falls, ID","46300",2013,8
"13751","Micropolitan Statistical Area","Durango, CO","20420",2013,12
"13752","Micropolitan Statistical Area","Norwalk, OH","35940",2013,5
"13753","Micropolitan Statistical Area","Crawfordsville, IN","18820",2013,6
"13754","Micropolitan Statistical Area","Shelby, NC","43140",2013,8
"13755","Micropolitan Statistical Area","Tullahoma, TN","46100",2013,5
"13756","Micropolitan Statistical Area","Danville, KY","19220",2013,4
"13757","Micropolitan Statistical Area","Ashland, OH","11740",2013,8
"13758","Micropolitan Statistical Area","Fergus Falls, MN","22260",2013,5
"13759","Micropolitan Statistical Area","Humboldt, TN","26480",2013,7
"13760","Micropolitan Statistical Area","McPherson, KS","32700",2013,6
"13761","Micropolitan Statistical Area","Quincy, IL-MO","39500",2013,2
"13762","Micropolitan Statistical Area","Somerset, PA","43740",2013,4
"13763","Micropolitan Statistical Area","Columbus, NE","18100",2013,10
"13764","Micropolitan Statistical Area","Ruston, LA","40820",2013,12
"13765","Micropolitan Statistical Area","Greeneville, TN","24620",2013,2
"13766","Micropolitan Statistical Area","Austin, MN","12380",2013,9
"13767","Micropolitan Statistical Area","Greenwood, SC","24940",2013,5
"13768","Micropolitan Statistical Area","Oxford, MS","37060",2013,8
"13769","Micropolitan Statistical Area","Oil City, PA","36340",2013,2
"13770","Micropolitan Statistical Area","Rockland, ME","40500",2013,4
"13771","Micropolitan Statistical Area","Heber, UT","25720",2013,10
"13772","Micropolitan Statistical Area","Silverthorne, CO","43540",2013,8
"13773","Micropolitan Statistical Area","Bloomsburg-Berwick, PA","14100",2013,6
"13774","Micropolitan Statistical Area","Boone, IA","14340",2013,6
"13775","Micropolitan Statistical Area","Carbondale, IL","16060",2013,9
"13776","Micropolitan Statistical Area","Salisbury, NC","41580",2013,7
"13777","Micropolitan Statistical Area","Augusta-Waterville, ME","12300",2013,7
"13778","Micropolitan Statistical Area","Marinette, WI-MI","31940",2013,6
"13779","Micropolitan Statistical Area","Mount Airy, NC","34340",2013,6
"13780","Micropolitan Statistical Area","Cullman, AL","18980",2013,4
"13781","Micropolitan Statistical Area","Hood River, OR","26220",2013,4
"13782","Micropolitan Statistical Area","Morgan City, LA","34020",2013,4
"13783","Micropolitan Statistical Area","Seymour, IN","42980",2013,6
"13784","Micropolitan Statistical Area","Harriman, TN","25340",2013,5
"13785","Micropolitan Statistical Area","Mount Pleasant, MI","34380",2013,5
"13786","Micropolitan Statistical Area","Mount Vernon, OH","34540",2013,6
"13787","Micropolitan Statistical Area","Plattsburgh, NY","38460",2013,6
"13788","Micropolitan Statistical Area","Ardmore, OK","11620",2013,3
"13789","Micropolitan Statistical Area","Burlington, IA-IL","15460",2013,6
"13790","Micropolitan Statistical Area","Kinston, NC","28820",2013,6
"13791","Micropolitan Statistical Area","Monroe, WI","33820",2013,10
"13792","Micropolitan Statistical Area","Connersville, IN","18220",2013,5
"13793","Micropolitan Statistical Area","Gainesville, TX","23620",2013,3
"13794","Micropolitan Statistical Area","Dunn, NC","20380",2013,6
"13795","Micropolitan Statistical Area","Stevens Point, WI","44620",2013,6
"13796","Micropolitan Statistical Area","Easton, MD","20660",2013,6
"13797","Micropolitan Statistical Area","Lincoln, IL","30660",2013,1
"13798","Micropolitan Statistical Area","Paducah, KY-IL","37140",2013,4
"13799","Micropolitan Statistical Area","Huntington, IN","26540",2013,3
"13800","Micropolitan Statistical Area","Roseburg, OR","40700",2013,3
"13801","Micropolitan Statistical Area","Norfolk, NE","35740",2013,11
"13802","Micropolitan Statistical Area","Picayune, MS","38100",2013,10
"13803","Micropolitan Statistical Area","Hutchinson, KS","26740",2013,5
"13804","Micropolitan Statistical Area","Menomonie, WI","32860",2013,6
"13805","Micropolitan Statistical Area","Boone, NC","14380",2013,6
"13806","Micropolitan Statistical Area","Charleston-Mattoon, IL","16660",2013,2
"13807","Micropolitan Statistical Area","Platteville, WI","38420",2013,4
"13808","Micropolitan Statistical Area","Wahpeton, ND-MN","47420",2013,3
"13809","Micropolitan Statistical Area","Cadillac, MI","15620",2013,5
"13810","Micropolitan Statistical Area","Greensburg, IN","24700",2013,5
"13811","Micropolitan Statistical Area","Marble Falls, TX","31920",2013,7
"13812","Micropolitan Statistical Area","Sebring, FL","42700",2013,7
"13813","Micropolitan Statistical Area","Aberdeen, WA","10140",2013,7
"13814","Micropolitan Statistical Area","Gloversville, NY","24100",2013,0
"13815","Micropolitan Statistical Area","Oneonta, NY","36580",2013,7
"13816","Micropolitan Statistical Area","Salina, KS","41460",2013,4
"13817","Micropolitan Statistical Area","Sevierville, TN","42940",2013,6
"13818","Micropolitan Statistical Area","Ada, OK","10220",2013,7
"13819","Micropolitan Statistical Area","Riverton, WY","40180",2013,5
"13820","Micropolitan Statistical Area","Sturgis, MI","44780",2013,4
"13821","Micropolitan Statistical Area","Grand Island, NE","24260",2013,5
"13822","Micropolitan Statistical Area","Hammond, LA","25220",2013,4
"13823","Micropolitan Statistical Area","Mineral Wells, TX","33420",2013,6
"13824","Micropolitan Statistical Area","Shelton, WA","43220",2013,7
"13825","Micropolitan Statistical Area","Dixon, IL","19940",2013,6
"13826","Micropolitan Statistical Area","Marion, IN","31980",2013,1
"13827","Micropolitan Statistical Area","Urbana, OH","46500",2013,10
"13828","Micropolitan Statistical Area","Branson, MO","14700",2013,5
"13829","Micropolitan Statistical Area","Farmington, MO","22100",2013,10
"13830","Micropolitan Statistical Area","Meridian, MS","32940",2013,3
"13831","Micropolitan Statistical Area","Astoria, OR","11820",2013,3
"13832","Micropolitan Statistical Area","Defiance, OH","19580",2013,1
"13833","Micropolitan Statistical Area","Frankfort, IN","23140",2013,3
"13834","Micropolitan Statistical Area","Macomb, IL","31380",2013,6
"13835","Micropolitan Statistical Area","Pontiac, IL","38700",2013,1
"13836","Micropolitan Statistical Area","Clearlake, CA","17340",2013,8
"13837","Micropolitan Statistical Area","Marion, OH","32020",2013,5
"13838","Micropolitan Statistical Area","Moses Lake, WA","34180",2013,6
"13839","Micropolitan Statistical Area","Nacogdoches, TX","34860",2013,4
"13840","Micropolitan Statistical Area","Vicksburg, MS","46980",2013,2
"13841","Micropolitan Statistical Area","Wabash, IN","47340",2013,6
"13842","Micropolitan Statistical Area","Wilson, NC","48980",2013,5
"13843","Micropolitan Statistical Area","Huntsville, TX","26660",2013,1
"13844","Micropolitan Statistical Area","Kerrville, TX","28500",2013,7
"13845","Micropolitan Statistical Area","Madison, IN","31500",2013,2
"13846","Micropolitan Statistical Area","Watertown, SD","47980",2013,6
"13847","Micropolitan Statistical Area","Butte-Silver Bow, MT","15580",2013,4
"13848","Micropolitan Statistical Area","Coldwater, MI","17740",2013,0
"13849","Micropolitan Statistical Area","Morehead City, NC","33980",2013,2
"13850","Micropolitan Statistical Area","Rock Springs, WY","40540",2013,7
"13851","Micropolitan Statistical Area","Warren, PA","47620",2013,3
"13852","Micropolitan Statistical Area","Ca?on City, CO","15860",2013,1
"13853","Micropolitan Statistical Area","Muskogee, OK","34780",2013,2
"13854","Micropolitan Statistical Area","Palatka, FL","37260",2013,5
"13855","Micropolitan Statistical Area","Fort Madison-Keokuk, IA-MO","22800",2013,5
"13856","Micropolitan Statistical Area","Pittsburg, KS","38260",2013,6
"13857","Micropolitan Statistical Area","Fredericksburg, TX","23240",2013,9
"13858","Micropolitan Statistical Area","Kapaa, HI","28180",2013,8
"13859","Micropolitan Statistical Area","Laurinburg, NC","29900",2013,3
"13860","Micropolitan Statistical Area","Decatur, IN","19540",2013,2
"13861","Micropolitan Statistical Area","Enterprise-Ozark, AL","21460",2013,4
"13862","Micropolitan Statistical Area","Fremont, NE","23340",2013,3
"13863","Micropolitan Statistical Area","Fremont, OH","23380",2013,1
"13864","Micropolitan Statistical Area","Klamath Falls, OR","28900",2013,5
"13865","Micropolitan Statistical Area","Marshall, MO","32180",2013,7
"13866","Micropolitan Statistical Area","Ocean Pines, MD","36180",2013,8
"13867","Micropolitan Statistical Area","Spirit Lake, IA","44020",2013,1
"13868","Micropolitan Statistical Area","Tiffin, OH","45660",2013,4
"13869","Micropolitan Statistical Area","Tifton, GA","45700",2013,1
"13870","Micropolitan Statistical Area","Frankfort, KY","23180",2013,2
"13871","Micropolitan Statistical Area","Payson, AZ","37740",2013,5
"13872","Micropolitan Statistical Area","Beatrice, NE","13100",2013,2
"13873","Micropolitan Statistical Area","Escanaba, MI","21540",2013,3
"13874","Micropolitan Statistical Area","St. Marys, PA","41260",2013,7
"13875","Micropolitan Statistical Area","Yankton, SD","49460",2013,3
"13876","Micropolitan Statistical Area","Beckley, WV","13220",2013,7
"13877","Micropolitan Statistical Area","Bemidji, MN","13420",2013,6
"13878","Micropolitan Statistical Area","Lake City, FL","29380",2013,3
"13879","Micropolitan Statistical Area","Opelousas-Eunice, LA","36660",2013,1
"13880","Micropolitan Statistical Area","Orangeburg, SC","36700",2013,1
"13881","Micropolitan Statistical Area","Alma, MI","10940",2013,4
"13882","Micropolitan Statistical Area","Bluefield, WV-VA","14140",2013,3
"13883","Micropolitan Statistical Area","Centralia, WA","16500",2013,3
"13884","Micropolitan Statistical Area","Chillicothe, OH","17060",2013,0
"13885","Micropolitan Statistical Area","Cambridge, MD","15700",2013,9
"13886","Micropolitan Statistical Area","Clinton, IA","17540",2013,3
"13887","Micropolitan Statistical Area","Martinsville, VA","32300",2013,1
"13888","Micropolitan Statistical Area","Cedar City, UT","16260",2013,3
"13889","Micropolitan Statistical Area","DuBois, PA","20180",2013,5
"13890","Micropolitan Statistical Area","Forest City, NC","22580",2013,4
"13891","Micropolitan Statistical Area","Ontario, OR-ID","36620",2013,4
"13892","Micropolitan Statistical Area","Columbus, MS","18060",2013,2
"13893","Micropolitan Statistical Area","Georgetown, SC","23860",2013,6
"13894","Micropolitan Statistical Area","Merrill, WI","32980",2013,3
"13895","Micropolitan Statistical Area","Clarksburg, WV","17220",2013,2
"13896","Micropolitan Statistical Area","Cornelia, GA","18460",2013,2
"13897","Micropolitan Statistical Area","Helena, MT","25740",2013,0
"13898","Micropolitan Statistical Area","Lewistown, PA","30380",2013,5
"13899","Micropolitan Statistical Area","Mason City, IA","32380",2013,0
"13900","Micropolitan Statistical Area","Columbia, TN","17940",2013,2
"13901","Micropolitan Statistical Area","Dickinson, ND","19860",2013,7
"13902","Micropolitan Statistical Area","Emporia, KS","21380",2013,3
"13903","Micropolitan Statistical Area","Plainview, TX","38380",2013,0
"13904","Micropolitan Statistical Area","Union City, TN-KY","46460",2013,7
"13905","Micropolitan Statistical Area","Brevard, NC","14820",2013,6
"13906","Micropolitan Statistical Area","Gillette, WY","23940",2013,1
"13907","Micropolitan Statistical Area","Montrose, CO","33940",2013,2
"13908","Micropolitan Statistical Area","Garden City, KS","23780",2013,6
"13909","Micropolitan Statistical Area","Seneca Falls, NY","42900",2013,1
"13910","Micropolitan Statistical Area","Show Low, AZ","43320",2013,5
"13911","Micropolitan Statistical Area","Thomasville, GA","45620",2013,2
"13912","Micropolitan Statistical Area","Lewisburg, PA","30260",2013,3
"13913","Micropolitan Statistical Area","Marshall, TX","32220",2013,9
"13914","Micropolitan Statistical Area","Roswell, NM","40740",2013,5
"13915","Micropolitan Statistical Area","Taos, NM","45340",2013,6
"13916","Micropolitan Statistical Area","Washington, NC","47820",2013,5
"13917","Micropolitan Statistical Area","Winfield, KS","49060",2013,3
"13918","Micropolitan Statistical Area","Moberly, MO","33620",2013,2
"13919","Micropolitan Statistical Area","Sunbury, PA","44980",2013,3
"13920","Micropolitan Statistical Area","Bucyrus, OH","15340",2013,3
"13921","Micropolitan Statistical Area","Coos Bay, OR","18300",2013,3
"13922","Micropolitan Statistical Area","Marshall, MN","32140",2013,1
"13923","Micropolitan Statistical Area","Rexburg, ID","39940",2013,9
"13924","Micropolitan Statistical Area","Vermillion, SD","46820",2013,1
"13925","Micropolitan Statistical Area","Athens, TN","11940",2013,2
"13926","Micropolitan Statistical Area","Espanola, NM","21580",2013,4
"13927","Micropolitan Statistical Area","Miami, OK","33060",2013,1
"13928","Micropolitan Statistical Area","Bradford, PA","14620",2013,1
"13929","Micropolitan Statistical Area","Crowley, LA","18940",2013,1
"13930","Micropolitan Statistical Area","Fernley, NV","22280",2013,3
"13931","Micropolitan Statistical Area","Russellville, AR","40780",2013,1
"13932","Micropolitan Statistical Area","Safford, AZ","40940",2013,2
"13933","Micropolitan Statistical Area","Fort Dodge, IA","22700",2013,1
"13934","Micropolitan Statistical Area","Laurel, MS","29860",2013,0
"13935","Micropolitan Statistical Area","Logansport, IN","30900",2013,3
"13936","Micropolitan Statistical Area","Albemarle, NC","10620",2013,5
"13937","Micropolitan Statistical Area","Coffeyville, KS","17700",2013,5
"13938","Micropolitan Statistical Area","Coshocton, OH","18740",2013,1
"13939","Micropolitan Statistical Area","Madisonville, KY","31580",2013,2
"13940","Micropolitan Statistical Area","Scottsburg, IN","42500",2013,2
"13941","Micropolitan Statistical Area","Abbeville, LA","10020",2013,1
"13942","Micropolitan Statistical Area","Burley, ID","15420",2013,2
"13943","Micropolitan Statistical Area","Fort Payne, AL","22840",2013,2
"13944","Micropolitan Statistical Area","North Wilkesboro, NC","35900",2013,5
"13945","Micropolitan Statistical Area","Shawnee, OK","43060",2013,0
"13946","Micropolitan Statistical Area","Sheridan, WY","43260",2013,6
"13947","Micropolitan Statistical Area","Brownwood, TX","15220",2013,4
"13948","Micropolitan Statistical Area","Cambridge, OH","15740",2013,2
"13949","Micropolitan Statistical Area","Dyersburg, TN","20540",2013,4
"13950","Micropolitan Statistical Area","Mount Vernon, IL","34500",2013,3
"13951","Micropolitan Statistical Area","Zanesville, OH","49780",2013,3
"13952","Micropolitan Statistical Area","Bonham, TX","14300",2013,3
"13953","Micropolitan Statistical Area","Culpeper, VA","19020",2013,1
"13954","Micropolitan Statistical Area","El Campo, TX","20900",2013,1
"13955","Micropolitan Statistical Area","Evanston, WY","21740",2013,4
"13956","Micropolitan Statistical Area","Lufkin, TX","31260",2013,2
"13957","Micropolitan Statistical Area","New Castle, IN","35220",2013,0
"13958","Micropolitan Statistical Area","Price, UT","39220",2013,5
"13959","Micropolitan Statistical Area","Vernal, UT","46860",2013,1
"13960","Micropolitan Statistical Area","The Villages, FL","45540",2013,3
"13961","Micropolitan Statistical Area","Calhoun, GA","15660",2013,3
"13962","Micropolitan Statistical Area","Ellensburg, WA","21260",2013,3
"13963","Micropolitan Statistical Area","Hannibal, MO","25300",2013,4
"13964","Micropolitan Statistical Area","Hastings, NE","25580",2013,1
"13965","Micropolitan Statistical Area","Iron Mountain, MI-WI","27020",2013,2
"13966","Micropolitan Statistical Area","McMinnville, TN","32660",2013,0
"13967","Micropolitan Statistical Area","Nogales, AZ","35700",2013,2
"13968","Micropolitan Statistical Area","Pahrump, NV","37220",2013,2
"13969","Micropolitan Statistical Area","Scottsbluff, NE","42420",2013,4
"13970","Micropolitan Statistical Area","Toccoa, GA","45740",2013,1
"13971","Micropolitan Statistical Area","Waycross, GA","48180",2013,2
"13972","Micropolitan Statistical Area","Alamogordo, NM","10460",2013,2
"13973","Micropolitan Statistical Area","Cleveland, MS","17380",2013,3
"13974","Micropolitan Statistical Area","Minot, ND","33500",2013,2
"13975","Micropolitan Statistical Area","Bay City, TX","13060",2013,2
"13976","Micropolitan Statistical Area","Brenham, TX","14780",2013,0
"13977","Micropolitan Statistical Area","Dublin, GA","20140",2013,3
"13978","Micropolitan Statistical Area","Hays, KS","25700",2013,3
"13979","Micropolitan Statistical Area","Stephenville, TX","44500",2013,2
"13980","Micropolitan Statistical Area","Aberdeen, SD","10100",2013,2
"13981","Micropolitan Statistical Area","Mitchell, SD","33580",2013,5
"13982","Micropolitan Statistical Area","Spearfish, SD","43940",2013,2
"13983","Micropolitan Statistical Area","Williston, ND","48780",2013,0
"13984","Micropolitan Statistical Area","Bogalusa, LA","14220",2013,3
"13985","Micropolitan Statistical Area","Dodge City, KS","19980",2013,2
"13986","Micropolitan Statistical Area","Elizabeth City, NC","21020",2013,1
"13987","Micropolitan Statistical Area","Milledgeville, GA","33300",2013,3
"13988","Micropolitan Statistical Area","Minden, LA","33380",2013,5
"13989","Micropolitan Statistical Area","Red Bluff, CA","39780",2013,4
"13990","Micropolitan Statistical Area","Shelbyville, TN","43180",2013,2
"13991","Micropolitan Statistical Area","Durant, OK","20460",2013,0
"13992","Micropolitan Statistical Area","Elko, NV","21220",2013,0
"13993","Micropolitan Statistical Area","Enid, OK","21420",2013,1
"13994","Micropolitan Statistical Area","Fairmont, WV","21900",2013,4
"13995","Micropolitan Statistical Area","Las Vegas, NM","29780",2013,1
"13996","Micropolitan Statistical Area","New Ulm, MN","35580",2013,0
"13997","Micropolitan Statistical Area","Paris, TN","37540",2013,1
"13998","Micropolitan Statistical Area","Atchison, KS","11860",2013,0
"13999","Micropolitan Statistical Area","Blytheville, AR","14180",2013,4
"14000","Micropolitan Statistical Area","Crossville, TN","18900",2013,3
"14001","Micropolitan Statistical Area","Jesup, GA","27700",2013,2
"14002","Micropolitan Statistical Area","Big Rapids, MI","13660",2013,0
"14003","Micropolitan Statistical Area","Carlsbad-Artesia, NM","16100",2013,5
"14004","Micropolitan Statistical Area","Jacksonville, TX","27380",2013,0
"14005","Micropolitan Statistical Area","Kill Devil Hills, NC","28620",2013,4
"14006","Micropolitan Statistical Area","Arcadia, FL","11580",2013,2
"14007","Micropolitan Statistical Area","Centralia, IL","16460",2013,2
"14008","Micropolitan Statistical Area","Great Bend, KS","24460",2013,3
"14009","Micropolitan Statistical Area","Lebanon, MO","30060",2013,1
"14010","Micropolitan Statistical Area","Paragould, AR","37500",2013,2
"14011","Micropolitan Statistical Area","Scottsboro, AL","42460",2013,1
"14012","Micropolitan Statistical Area","Van Wert, OH","46780",2013,0
"14013","Micropolitan Statistical Area","Weatherford, OK","48220",2013,2
"14014","Micropolitan Statistical Area","Alexander City, AL","10760",2013,2
"14015","Micropolitan Statistical Area","El Dorado, AR","20980",2013,0
"14016","Micropolitan Statistical Area","Hope, AR","26260",2013,2
"14017","Micropolitan Statistical Area","Malone, NY","31660",2013,1
"14018","Micropolitan Statistical Area","Roanoke Rapids, NC","40260",2013,1
"14019","Micropolitan Statistical Area","Sulphur Springs, TX","44860",2013,4
"14020","Micropolitan Statistical Area","Talladega-Sylacauga, AL","45180",2013,2
"14021","Micropolitan Statistical Area","Washington, IN","47780",2013,1
"14022","Micropolitan Statistical Area","Troy, AL","45980",2013,0
"14023","Micropolitan Statistical Area","Albert Lea, MN","10660",2013,0
"14024","Micropolitan Statistical Area","Canton, IL","15900",2013,0
"14025","Micropolitan Statistical Area","Harrison, AR","25460",2013,0
"14026","Micropolitan Statistical Area","Henderson, NC","25780",2013,0
"14027","Micropolitan Statistical Area","Huntingdon, PA","26500",2013,4
"14028","Micropolitan Statistical Area","Magnolia, AR","31620",2013,0
"14029","Micropolitan Statistical Area","Peru, IN","37940",2013,0
"14030","Micropolitan Statistical Area","Searcy, AR","42620",2013,1
"14031","Micropolitan Statistical Area","Warrensburg, MO","47660",2013,1
"14032","Micropolitan Statistical Area","Harrisburg, IL","25380",2013,2
"14033","Micropolitan Statistical Area","Lexington, NE","30420",2013,0
"14034","Micropolitan Statistical Area","Poplar Bluff, MO","38740",2013,0
"14035","Micropolitan Statistical Area","St. Marys, GA","41220",2013,3
"14036","Micropolitan Statistical Area","Sikeston, MO","43460",2013,1
"14037","Micropolitan Statistical Area","Alpena, MI","10980",2013,0
"14038","Micropolitan Statistical Area","Mountain Home, ID","34300",2013,0
"14039","Micropolitan Statistical Area","Paris, TX","37580",2013,2
"14040","Micropolitan Statistical Area","Selinsgrove, PA","42780",2013,1
"14041","Micropolitan Statistical Area","Silver City, NM","43500",2013,3
"14042","Micropolitan Statistical Area","Statesboro, GA","44340",2013,2
"14043","Micropolitan Statistical Area","Vidalia, GA","47080",2013,1
"14044","Micropolitan Statistical Area","Washington Court House, OH","47920",2013,1
"14045","Micropolitan Statistical Area","West Plains, MO","48460",2013,0
