YEAR,X.ID.,MEDSCHL,Tot.Res.Exp,Fed.Res.Exp,Ind.Res.Exp,Leg.Fees,Reimb.Leg.Fee,Act.Lic,Excl.Lic.Opt.,Lic.w.Equ,Tot.Lic.Lg.Co,Tot.Lic.Sm.Co,Tot.Lic.St.Ups,Tot.Discl.Lic,Non.Excl.Lic.Opt,Lic.Iss,Opt.Iss,NEWCOMPSUPP,Lic.Inc.Equ,Lic..1mm.,Lic.Gen.Inc,Lic.Gen.Run.Roy,Lic.Inc.Other,Lic.Inc.Pd.Oth,Gross.Lic.Inc,Lic.Inc.Run.Roy,Inv.Dis.Rec,INVDISRES,New.Pat.App.Fld,For..Pat.App.Fld,Pro.Pat.App.Fld,Util.Pat.App.Fld,Tot.Pat.App.Fld,Iss.US.Pat,New.Prod,Cum.Op.St.Ups,St.Ups.Cld,St.Ups.in.Home.St,STRTSBIRSTTR,St.Ups.Formed,St.Ups.w.Equ,add,FIPS.x,FIPS.y,FIPS
2010,95015,No,7958999,NA,NA,105000,4000,2,2,2,0,0,2,2,0,2,0,1,0,0,3,1,6121,0,6335,214,9,NA,9,2,4,3,14,3,1,4,0,1,NA,1,1,"Bowling Green State Univ.,OH",392000000000000,392000000000000,39173
2011,95015,No,8021973,6164348,21436,142028,4000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1765,0,2290,525,2,NA,10,0,4,6,10,5,1,2,2,0,NA,0,0,"Bowling Green State Univ.,OH",392000000000000,392000000000000,39173
2016,97017,no,11668000,7080000,0,73199,0,7,0,0,2,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,8,NA,8,2,8,4,8,2,0,0,0,0,0,0,0,NA,NA,NA,NA
2013,97017,No,8477000,7486000,270000,91000,0,9,2,0,2,0,0,3,0,2,0,0,0,0,9,9,0,0,69575,69575,8,NA,2,0,2,0,4,0,1,0,0,0,NA,0,0,NA,NA,NA,NA
2014,97017,no,9734108,6074000,606000,98359,7000,5,2,0,7,0,0,4,4,6,1,0,0,0,2,0,222000,0,222000,0,4,NA,29,20,5,4,9,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2015,97017,no,11870000,6728000,353466,99601,15032,5,0,0,3,0,0,2,3,3,0,0,0,0,2,0,59515,0,59515,0,7,NA,12,13,3,2,6,1,0,0,0,0,0,0,0,NA,NA,NA,NA
2016,95016,no,62428703,47944818,14483885,920255,501450,34,2,0,3,5,1,15,7,9,0,5,0,0,12,10,220298,84456,1611097,1390799,72,NA,20,1,19,0,46,11,6,5,1,0,0,0,0,"Brandeis Univ.,MA",250000000000000,250000000000000,25017
2017,95016,no,61278788,47735416,1040565,1073071,330292,36,4,1,2,3,3,3,1,5,0,6,0,1,11,10,220930,23199,2323914,2102984,62,NA,12,1,11,0,42,12,5,6,1,1,0,1,1,"Brandeis Univ.,MA",250000000000000,250000000000000,25017
2013,95016,No,62203139,45338139,16865000,738583,347769,27,1,0,0,3,1,11,1,2,2,0,0,0,6,4,0,242413,1544516,1544516,28,NA,17,1,10,6,31,3,NA,1,0,1,NA,1,0,"Brandeis Univ.,MA",250000000000000,250000000000000,25017
2014,95016,no,61543721,47176311,14367410,1269895,903703,53,3,2,0,2,2,17,1,4,0,0,0,1,11,9,214583,273005,2084195,1869612,26,NA,17,6,10,1,21,6,2,2,0,2,0,2,2,"Brandeis Univ.,MA",250000000000000,250000000000000,25017
2015,95016,no,62589556,49035918,13553638,811622,372839,46,1,0,0,3,0,4,2,3,0,3,0,1,11,10,211929,258706,2132599,1920670,66,NA,18,1,14,3,42,13,1,6,0,0,0,0,4,"Brandeis Univ.,MA",250000000000000,250000000000000,25017
2006,95017,No,413118000,259472000,47637000,2796028,2465750,205,12,0,22,15,4,71,18,30,11,NA,503698,1,111,34,3708163,501342,9233034,5021173,130,NA,49,0,48,1,107,27,NA,20,0,2,NA,4,0,NA,NA,NA,NA
2007,95017,No,411658000,241056000,53925000,2277009,1327260,276,16,1,22,22,3,28,31,38,9,NA,84991,0,117,40,4001021,313380,8640606,4554594,124,10,53,0,52,1,96,19,1,20,0,3,NA,3,0,NA,NA,NA,NA
2008,95017,No,441249000,258194000,59059000,3286435,1946051,310,10,2,33,16,2,46,35,46,5,NA,27880,0,102,38,3773266,71692,7674364,3873218,146,31,44,0,43,1,88,17,NA,22,0,2,NA,2,2,NA,NA,NA,NA
2009,95017,No,485006000,266692000,72240000,3507391,2652429,271,8,2,22,18,10,11,31,39,11,NA,237758,2,150,37,7869450,456397,12910577,4803369,137,NA,68,0,67,1,150,22,0,33,0,3,NA,3,2,NA,NA,NA,NA
2010,95017,No,537334000,314960000,90115000,2165142,1640730,295,7,0,29,12,14,3,43,50,5,0,0,4,138,41,15693417,2294142,20286003,4592586,157,NA,76,0,74,2,172,31,12,33,1,1,NA,1,0,NA,NA,NA,NA
2011,95017,No,622157000,355304000,121467000,2230762,1554960,271,14,1,21,36,3,1,27,41,19,0,0,3,158,58,12511238,2599406,16369493,3858255,156,NA,87,0,87,0,174,23,2,41,2,3,NA,8,1,NA,NA,NA,NA
2012,95017,No,631821000,350448000,142561000,1880459,1003534,274,22,2,NA,NA,7,3,20,42,12,0,0,1,122,31,5146470,972237,8901091,3754621,151,NA,73,0,70,3,188,29,1,NA,2,6,NA,7,2,NA,NA,NA,NA
2013,95017,No,630633000,423947000,111901000,2223524,1408056,377,9,3,NA,NA,NA,8,30,39,12,0,392356,2,151,58,4420159,388966,8015833,3203318,178,NA,100,0,97,3,196,37,NA,0,0,5,NA,5,3,NA,NA,NA,NA
2014,95017,no,600226000,345085000,95726000,NA,NA,NA,9,NA,NA,NA,NA,NA,36,45,22,NA,1673824,NA,NA,NA,5396582,NA,9375921,2305515,222,NA,104,NA,NA,NA,237,30,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
2015,95017,no,658309177,373494520,NA,3304063,2074511,56,14,2,NA,NA,NA,81,27,41,15,NA,3744208,2,154,52,2721656,2020861,11808362,5342498,210,NA,322,69,175,62,291,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,95017,no,654147120,431054066,93436085,2834204,1494002,38,12,0,NA,NA,NA,58,14,26,15,NA,1029994,2,137,59,3737933,4128638,13120255,8352328,201,NA,557,283,153,10,274,58,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2017,95017,no,684583480,455833754,92974991,3642558,1804614,68,14,3,NA,NA,NA,128,25,39,11,NA,96233,2,154,60,2261784,5059102,13633253,11275236,182,NA,451,243,134,9,240,61,NA,NA,NA,3,NA,9,0,NA,NA,NA,NA
2016,95018,no,35537915,28453249,NA,1302400,217271,85,22,13,1,8,22,72,1,23,8,0,0,0,95,95,2151965,80304,3974704,1822739,69,NA,145,8,78,39,117,41,10,15,4,19,2,19,14,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2017,95018,no,34278900,26441132,NA,1013423,NA,NA,27,12,4,4,27,66,2,29,6,0,0,0,NA,109,0,13468,2325153,2325153,96,NA,147,34,79,34,113,29,NA,NA,NA,21,0,15,NA,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2006,95018,No,26108921,20607601,5501320,561742,403711,165,21,2,7,4,14,22,2,23,2,NA,0,NA,144,144,58369,NA,3070472,3012103,94,NA,51,8,31,12,43,10,4,31,2,4,NA,5,2,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2007,95018,No,26178686,19422323,6756363,558083,260464,198,27,8,10,6,16,28,2,29,3,NA,0,0,176,176,64112,2943,2408853,2344741,206,3,49,0,48,1,55,10,3,6,2,5,NA,6,6,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2008,95018,No,26364124,19817483,6546641,690875,926705,195,17,4,6,11,12,25,8,25,4,NA,0,0,164,164,42068,3023,4481644,4439576,92,2,52,0,47,5,62,3,NA,36,2,7,NA,9,4,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2009,95018,No,27299213,20801271,6497942,607975,316672,220,24,5,8,9,10,26,1,25,2,NA,0,0,186,161,1430934,21674,2687163,1256229,159,NA,74,0,73,1,119,5,16,59,1,8,NA,9,5,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2010,95018,No,28503008,22114752,6388256,830635,726438,239,24,10,1,13,13,14,3,27,0,0,142518,0,182,NA,1471526,0,4079216,2465172,117,NA,62,0,61,1,99,10,21,58,1,13,NA,13,10,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2011,95018,No,31443918,24272673,7171245,933830,384779,233,32,4,2,35,4,23,8,40,1,0,686778,0,2,199,984779,63217,3442516,1770959,112,NA,59,0,55,4,82,3,11,61,1,NA,NA,4,4,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2012,95018,No,28438600,22031670,6406930,1121160,375661,257,25,13,1,10,23,28,2,27,7,0,1275590,0,170,192,37829,56373,2597735,1284316,81,NA,62,0,60,2,100,10,1,52,7,5,NA,5,1,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2013,95018,No,31184980,23580734,7604246,1169255,421859,342,16,4,8,8,6,61,2,18,4,0,50000,0,92,75,715379,27160,1818121,1052742,105,NA,77,0,77,0,116,18,12,56,2,4,NA,6,3,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2015,95018,no,32177342,24249512,NA,1050884,569205,170,15,8,3,18,10,83,1,16,15,0,540000,0,102,89,953620,37000,2644411,1150791,89,NA,196,55,75,61,141,38,NA,9,0,7,NA,9,8,"Brigham Young Univ.,UT",490000000000000,490000000000000,49049
2012,95019,Yes,179000000,149263000,2388000,1046000,484000,59,3,1,0,17,1,5,13,16,2,NA,0,0,18,8,330000,NA,1593000,1263000,58,NA,82,5,52,25,77,8,2,NA,NA,NA,NA,NA,NA,"Brown University,RI",440000000000000,440000000000000,44007
2013,95019,Yes,170078000,133354791,2073258,1161000,538000,48,3,1,2,4,1,4,3,6,1,NA,0,1,12,8,1297000,NA,2321000,1024000,59,NA,75,9,38,28,66,9,NA,2,NA,NA,NA,1,1,"Brown University,RI",440000000000000,440000000000000,44007
2014,95019,yes,131739627,129442055,2297572,1236000,535000,52,1,0,1,2,3,9,2,3,3,0,97705,1,14,8,204723,0,1861000,1558572,55,NA,59,5,36,18,54,18,0,2,0,1,NA,2,0,"Brown University,RI",440000000000000,440000000000000,44007
2015,95019,yes,152110321,149044309,3066012,1093365,472862,54,2,0,0,5,1,6,2,4,2,0,0,0,15,8,267050,0,1331687,1064637,60,NA,78,0,36,30,84,12,NA,3,0,1,NA,1,0,"Brown University,RI",440000000000000,440000000000000,44007
2016,95019,yes,156723385,135610300,3176103,1216477,593776,44,3,1,0,4,2,9,0,3,3,0,0,0,20,7,411173,0,1347797,936624,65,NA,54,13,22,17,61,24,NA,5,0,1,0,2,0,"Brown University,RI",440000000000000,440000000000000,44007
2017,95019,yes,167953131,144307063,3180353,1018799,682153,40,3,NA,0,2,3,7,0,3,2,0,0,0,14,6,176157,0,1097059,920902,71,NA,67,26,28,13,74,12,0,6,2,2,0,3,0,"Brown University,RI",440000000000000,440000000000000,44007
2006,95021,No,77358000,71577000,1216000,896000,353000,69,4,2,7,11,NA,20,13,17,1,NA,140000,0,52,32,391000,12000,943000,412000,45,NA,19,0,19,0,42,14,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,95021,No,80907000,74594000,1304000,888000,221000,82,4,0,13,5,1,8,15,19,0,NA,12000,0,65,41,336000,35000,695000,347000,50,14,25,0,25,0,58,15,14,3,NA,1,NA,1,NA,NA,NA,NA,NA
2008,95021,No,87778000,79807000,2145000,1584000,429000,94,3,4,3,13,3,76,11,14,5,NA,11000,0,72,42,406000,5000,932000,515000,41,9,38,0,38,0,88,7,17,3,0,1,NA,3,3,NA,NA,NA,NA
2016,95022,no,355982245,339465677,16516568,7906357,2075252,261,20,28,22,26,8,280,25,45,11,0,1067748,0,96,34,16645245,2254251,19053674,1340681,328,NA,355,0,355,0,446,196,NA,94,4,5,NA,8,8,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2017,95022,no,366098909,340111041,25987868,6059138,2437455,395,27,30,15,21,28,320,20,47,17,0,2872322,0,105,28,5346672,465056,10034315,1815321,268,NA,284,0,284,0,360,190,NA,93,5,12,0,16,16,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2006,95022,No,411126907,390472000,20654907,3947249,1375192,132,26,19,13,30,12,220,14,45,10,NA,2009174,2,99,91,1200000,0,13234236,10025062,533,NA,449,0,335,114,445,152,2,81,7,7,NA,12,10,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2007,95022,No,458877846,434070800,24807046,3955135,493888,135,30,22,11,34,11,282,17,47,9,NA,486900,1,97,93,901020,0,9167618,7779698,661,NA,486,67,314,105,486,128,NA,NA,NA,NA,NA,11,NA,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2008,95022,No,NA,445484880,NA,5863589,611862,136,35,27,23,7,27,214,4,39,18,NA,400483,4,77,71,6828250,NA,19220613,11991880,511,NA,426,0,304,122,479,NA,NA,NA,NA,NA,NA,14,NA,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2009,95022,No,521436800,494436800,27000000,3653329,1036350,97,13,19,14,5,18,206,13,26,11,NA,559506,2,83,36,41530300,1600000,47665535,5575729,549,NA,381,0,296,85,421,94,NA,100,32,11,NA,18,16,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2010,95022,No,504476128,486093440,18382688,4141349,445860,94,13,18,16,21,10,235,16,29,18,NA,2662452,2,100,52,39844429,608469,51582149,9075268,573,NA,415,0,316,99,488,138,NA,NA,NA,7,NA,10,9,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2011,95022,No,498688951,485945516,12743435,4091916,1162515,151,18,23,12,33,10,280,18,36,19,0,3045917,1,82,42,21793016,106371,29043617,4204684,336,NA,524,0,394,130,588,132,NA,NA,NA,7,NA,10,9,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2012,95022,No,406277849,391846825,14431024,4963155,1026690,121,15,20,7,23,7,185,9,24,13,3,1485597,3,82,37,24742890,105724,29416511,3188024,343,NA,588,1,454,133,658,136,NA,NA,NA,5,NA,7,7,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2013,95022,No,372420111,357609391,14810720,6311229,1118729,206,24,25,14,33,11,285,15,39,19,3,1702668,1,96,33,18228845,135647,23640920,3709407,371,NA,677,0,506,171,753,144,NA,0,0,10,NA,11,10,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2014,95022,no,346228151,335165333,11062818,6952433,2141551,191,26,26,20,25,11,280,18,44,12,0,546481,1,84,36,27414542,166804,31626059,3665036,324,NA,621,0,459,162,707,194,NA,NA,NA,8,NA,11,11,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2015,95022,no,359532397,343522024,15980373,6224584,2240954,234,17,31,13,32,10,275,12,29,26,0,2171116,0,106,39,14502275,216126,19069771,2396380,310,NA,562,0,426,136,661,192,NA,74,2,9,0,10,10,"California Inst. of Technology,CA",60400000000000,60400000000000,6037
2006,95023,No,26478630,12421885,2653859,205007,237962,11,2,0,0,1,2,7,1,3,0,NA,0,0,9,0,89683,21578,89683,0,8,NA,9,5,2,2,61,1,NA,7,0,1,NA,2,0,NA,NA,NA,NA
2007,95023,No,29839000,18515000,4308000,236768,277220,13,1,0,0,3,0,3,2,3,0,NA,0,0,10,0,138123,27494,138123,0,11,1,10,0,8,2,72,0,NA,7,0,0,NA,0,0,NA,NA,NA,NA
2016,99021,no,33040910,19636511,2544278,75000,10000,2,2,0,0,2,0,2,0,2,0,20,0,0,2,2,2000,0,20000,18000,7,NA,7,0,2,5,9,7,0,0,0,0,0,0,0,"California State Polytechnic Univ.,CA",60800000000000,60800000000000,6079
2015,96006,no,15317000,5959000,52000,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California State University Institution,CA",60700000000000,60700000000000,6065
2016,95027,no,240072000,193372000,22251000,1816693,619569,739,13,7,13,32,8,323,39,52,1,6,3166068,4,112,39,11615009,11909,16099428,1318351,257,NA,103,1,95,7,246,47,5,123,5,6,0,8,7,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2017,95027,no,249019000,195371000,27250000,1635817,588136,812,20,6,39,26,12,111,56,76,1,17,1232353,1,94,40,755531723,67434,758408215,1644139,258,NA,83,1,82,0,225,51,2,132,1,7,0,10,6,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2006,95027,No,243259000,205864000,15739000,1340362,506911,155,18,9,4,14,12,88,12,30,0,NA,0,2,40,31,3353932,0,6045618,2691686,111,NA,18,1,15,2,28,21,9,45,1,8,NA,12,8,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2007,95027,No,228761000,186846000,21890000,1844978,193113,206,13,5,6,9,8,36,5,18,5,NA,0,2,49,25,1300000,0,5820000,4520000,129,4,13,0,13,0,24,22,4,53,0,6,NA,8,6,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2008,95027,No,229280000,185601000,20923000,1393521,369128,227,14,8,6,8,11,76,9,23,2,NA,0,2,55,28,3018225,0,6364422,3346197,122,15,40,0,36,4,87,21,14,61,2,9,NA,10,8,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2009,95027,No,232992000,184507000,23536000,1135383,498595,245,13,9,NA,7,11,49,6,19,0,NA,0,3,52,36,2708385,2548,8041047,5332662,111,NA,49,1,36,12,82,12,3,72,0,7,NA,10,7,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2010,95027,No,233486000,189617000,22462000,721502,377363,288,12,9,21,17,10,49,30,42,6,22,735440,1,53,51,2299659,3254,6078662,3043563,108,NA,53,0,46,7,93,24,NA,80,2,9,NA,10,9,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2011,95027,No,251241000,208484000,20904000,747723,380740,354,9,9,25,34,10,39,59,68,1,15,501543,1,59,32,1424242,38401,4965856,3040071,145,NA,56,0,53,3,94,30,11,88,2,9,NA,10,9,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2012,95027,No,271985000,218337000,21505000,1220077,342793,422,8,9,36,29,10,40,64,72,3,19,13532568,2,69,31,2139492,31678,19885892,4213832,172,NA,99,0,98,1,150,23,6,94,4,10,NA,10,9,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2013,95027,No,275442000,221715000,26274000,1593070,518239,495,13,8,56,23,12,36,78,91,0,18,493386,2,53,30,2661075,30633,5233234,2078773,240,NA,126,0,125,1,184,30,NA,101,5,7,NA,12,8,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2014,95027,no,260360000,206145000,24884000,1715690,757653,585,8,7,63,17,10,36,82,90,0,27,1704254,2,68,34,2439430,23885,6530479,2386795,256,NA,85,0,80,5,217,27,NA,111,0,10,0,10,7,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2015,95027,no,243695000,192836000,25138000,1575311,612110,698,14,9,26,24,11,134,45,59,2,16,51615,1,81,38,4977028,18588,6319501,1290858,473,NA,101,0,100,1,227,40,2,120,2,10,0,11,9,"Carnegie Mellon Univ.,PA",420000000000000,420000000000000,42003
2016,95029,yes,310753000,226322000,10968000,3548921,1328432,NA,18,8,25,14,16,89,20,38,17,NA,1043147,0,79,34,989346,74655,2397081,364588,263,NA,90,1,87,2,212,45,1,40,1,8,NA,8,6,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2017,95029,yes,309484000,227518000,8169000,3231034,1083568,362,15,7,27,21,11,138,36,51,8,NA,154251,0,73,40,532908,151908,1126437,439278,245,NA,150,3,138,9,327,48,NA,48,0,5,NA,8,8,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2006,95029,Yes,290530274,223310243,8286502,936013,359071,160,9,3,NA,NA,4,32,21,30,7,NA,0,1,54,17,1645830,NA,10794377,9148547,174,NA,35,NA,NA,NA,54,10,NA,9,0,3,NA,4,3,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2007,95029,Yes,372237400,304742000,5772000,1031601,206688,195,21,3,NA,NA,3,43,9,30,8,NA,NA,NA,NA,NA,NA,NA,11213093,NA,147,NA,73,NA,NA,NA,102,10,0,17,1,NA,NA,3,3,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2008,95029,Yes,416077000,305483000,4873000,1618944,411150,217,4,0,18,16,0,129,22,26,8,NA,NA,2,NA,NA,NA,NA,13294612,NA,129,NA,122,NA,NA,NA,95,10,NA,NA,NA,1,NA,1,NA,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2009,95029,Yes,332661000,230166000,6473000,1379336,219872,218,11,4,15,11,5,34,16,27,4,NA,NA,2,61,NA,NA,NA,16281957,NA,148,NA,104,26,44,34,85,11,NA,22,0,4,NA,5,4,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2010,95029,Yes,334993000,250518000,6627000,1632248,339895,250,12,5,15,10,13,55,18,30,8,0,NA,2,NA,NA,NA,NA,14333273,NA,216,NA,54,1,51,2,118,28,NA,24,1,5,NA,5,4,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2011,95029,Yes,335151000,259415000,5121000,2233337,1020773,274,15,6,10,20,7,83,15,30,7,NA,NA,1,56,NA,NA,NA,6303230,NA,181,NA,77,0,52,25,121,24,NA,27,1,3,NA,4,3,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2012,95029,Yes,339128900,267038900,6647000,1634639,694908,291,5,3,12,9,7,32,12,17,11,0,NA,2,54,NA,NA,NA,4648435,NA,189,NA,79,1,72,6,204,NA,NA,29,1,3,NA,3,3,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2013,95029,Yes,334472168,258171168,9596000,2375968,593560,320,6,5,16,7,11,66,17,23,11,NA,NA,0,60,NA,NA,NA,991497,NA,224,NA,94,2,88,4,246,48,NA,34,0,3,NA,5,5,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2014,95029,yes,332815000,243124000,9852000,2198919,1062554,296,14,4,19,10,15,103,19,33,11,NA,NA,1,36,NA,NA,1720492,3229842,NA,224,NA,97,1,80,16,212,40,NA,33,5,3,NA,5,4,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2015,95029,yes,318108000,225015000,10782000,2299463,1177239,NA,8,4,22,22,6,65,28,36,14,NA,NA,0,57,NA,NA,61199,1159577,NA,258,NA,119,0,111,8,248,54,NA,33,4,4,NA,4,3,"Case Western Reserve Univ.,OH",390000000000000,390000000000000,39035
2008,20000226,No,73535237,34610706,7914198,2101723,690922,31,3,0,4,3,1,12,4,7,1,NA,106807,5,29,18,2439085,0,16509435,13963543,33,2,29,0,29,0,57,4,0,0,0,0,NA,0,0,NA,NA,NA,NA
2009,20000226,No,80075546,35773077,8715987,1370840,148052,31,0,0,0,0,0,0,0,0,0,NA,0,4,25,16,592172,0,13204097,12611925,32,NA,23,0,23,0,45,9,0,0,0,0,NA,0,0,NA,NA,NA,NA
2010,20000226,No,86514684,41020716,9101991,1828622,0,33,4,2,1,1,3,13,1,5,0,0,0,3,23,17,269671,0,13600566,13330895,38,NA,41,0,41,0,82,13,0,3,0,0,NA,0,0,NA,NA,NA,NA
2011,20000226,No,96107436,45787859,9806405,2400547,66943,36,0,0,1,2,1,2,3,3,1,0,0,3,24,19,331331,0,13817316,13485985,43,NA,44,0,44,0,80,15,NA,7,0,0,NA,0,0,NA,NA,NA,NA
2012,20000226,No,110650938,47051283,11069258,2072859,88833,40,5,1,0,6,1,25,2,7,0,0,4440362,4,28,16,315298,0,17194099,12438439,46,NA,24,0,24,0,71,19,0,6,1,0,NA,1,0,NA,NA,NA,NA
2013,20000226,No,108413203,43459978,12001497,3023303,168555,43,1,1,1,3,2,38,4,5,1,1,464819,4,24,20,268555,0,12122483,11389109,47,NA,50,0,50,0,101,17,0,4,0,0,NA,1,1,NA,NA,NA,NA
2014,20000226,no,109466514,39848822,15654188,2800418,188651,51,10,5,1,9,3,24,1,11,2,1,1515695,5,36,32,264424,0,15538982,13758863,64,NA,59,0,48,11,82,16,1,6,0,1,0,2,2,NA,NA,NA,NA
2015,20000226,no,119905914,56504086,19907595,3038000,431710,61,5,1,1,9,2,13,5,10,2,1,20000,NA,38,34,250000,0,11027000,10757000,85,NA,58,0,89,17,135,13,0,8,0,2,0,2,3,NA,NA,NA,NA
2016,20000226,no,143994830,53997921,53281506,2500000,240000,84,4,6,6,5,6,11,6,10,7,1,5000000,3,37,37,100000,3575,30500000,25400000,99,NA,43,4,82,27,131,12,1,12,0,4,0,4,4,NA,NA,NA,NA
2017,20000226,no,161072533,65542422,18976311,2948500,117000,83,5,4,1,8,3,14,4,9,3,0,0,1,31,28,2686500,28025,28100000,25413500,82,NA,60,1,59,1,100,12,NA,15,0,3,0,3,3,NA,NA,NA,NA
2006,95034,Yes,164527000,87786000,3003000,2830776,1552013,181,8,1,11,14,2,43,16,24,3,NA,90855,4,54,25,6933080,5193258,22350840,15326905,98,NA,40,3,37,0,99,20,1,1,1,2,NA,2,1,NA,NA,NA,NA
2007,95034,Yes,174414885,122329293,4538793,2631504,1632204,188,7,1,16,11,2,47,19,26,3,NA,44786,4,66,31,1639149,5878666,18056238,16372303,94,16,35,0,33,2,86,18,1,0,0,2,NA,2,0,NA,NA,NA,NA
2008,95034,Yes,194230047,122730792,6231398,2779575,1754082,185,5,1,8,9,5,23,14,19,3,NA,40105,3,56,34,1033261,5034139,16284462,15211096,116,17,54,0,54,0,111,21,2,NA,0,0,NA,1,0,NA,NA,NA,NA
2009,95034,Yes,204746145,130979543,4489807,3481180,1955673,209,10,5,13,7,8,25,16,26,2,NA,94742,2,66,33,602537,1303657,14343204,13645925,128,NA,44,0,42,2,169,23,1,0,0,0,NA,1,0,NA,NA,NA,NA
2010,95034,Yes,223693858,153343368,4029709,2470189,1993226,239,9,0,13,15,2,34,16,25,5,0,214162,1,76,41,1088823,1242561,12550700,11247715,117,NA,32,0,31,1,82,19,1,20,3,1,NA,1,0,NA,NA,NA,NA
2011,95034,Yes,258114896,172606315,5444324,2318625,1020751,303,5,2,6,6,6,18,11,16,2,0,115444,1,80,47,1430816,3053919,10571051,9024791,134,NA,44,0,44,0,102,32,1,21,1,2,NA,2,1,NA,NA,NA,NA
2012,95034,Yes,279129000,177813000,6897000,2025604,1128836,310,8,2,10,18,2,31,19,27,3,0,44396,2,73,45,2946809,2599475,10320164,7328959,144,NA,53,0,52,1,127,32,NA,15,1,0,NA,0,0,NA,NA,NA,NA
2013,95034,Yes,308186000,189089000,9871000,2817364,1258422,345,8,3,18,14,3,54,21,29,6,0,19195,2,127,79,1556911,2179903,9577933,8001827,144,NA,48,1,43,4,122,19,1,14,0,2,NA,2,1,NA,NA,NA,NA
2014,95034,yes,289129000,178186000,11442000,4148424,1586146,370,8,3,13,14,6,42,22,30,3,0,313150,1,130,81,1511616,1645202,7328686,5503920,175,NA,42,0,42,0,136,40,5,16,1,3,0,3,3,NA,NA,NA,NA
2015,95034,yes,290177900,170307443,15085731,3782177,1681275,398,15,5,15,25,8,54,29,44,4,0,1580278,2,134,84,2270292,1554426,9231700,5381130,159,NA,43,0,43,0,128,35,NA,21,1,4,0,5,2,NA,NA,NA,NA
2016,95034,yes,333422000,184789000,18945000,3988723,2345257,424,4,2,11,20,2,41,26,30,3,0,178705,3,136,85,2716533,1099100,7964417,5069179,140,NA,61,2,57,2,183,31,NA,23,0,2,2,2,2,NA,NA,NA,NA
